Nome;Sobrenome;Posicao_Jogador;ID_Jogador;ID_Jogo;Data_Hora_Jogo;Nome_Time;Nome_Oponente;Casa;Minutos;Pontos;Assistencias;3PTS_Feitos;reboundsDefensive;reboundsOffensive;Rebotes
Corey;Kispert;F;1630557.0;22500636;23/01/2026;Hawks;Suns;1.0;15.23;8.0;1.0;2.0;3.0;0.0;3.0
Corey;Kispert;F;1630557.0;22500636;23/01/2026;Hawks;Suns;1.0;15.23;8.0;1.0;2.0;3.0;0.0;3.0
Jordan;Goodwin;G;1630692.0;22500636;23/01/2026;Suns;Hawks;0.0;17.41;2.0;5.0;0.0;1.0;1.0;2.0
Dyson;Daniels;G;1630700.0;22500636;23/01/2026;Hawks;Suns;1.0;37.19;8.0;4.0;0.0;4.0;4.0;8.0
Keaton;Wallace;G;1630811.0;22500636;23/01/2026;Hawks;Suns;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Mark;Williams;C;1631109.0;22500636;23/01/2026;Suns;Hawks;0.0;20.55;6.0;1.0;0.0;3.0;2.0;5.0
Christian;Koloko;C;1631132.0;22500636;23/01/2026;Hawks;Suns;1.0;11.35;2.0;0.0;0.0;1.0;0.0;1.0
Christian;Koloko;C;1631132.0;22500636;23/01/2026;Hawks;Suns;1.0;11.35;2.0;0.0;0.0;1.0;0.0;1.0
Christian;Koloko;C;1631132.0;22500636;23/01/2026;Hawks;Suns;1.0;11.35;2.0;0.0;0.0;1.0;0.0;1.0
Collin;Gillespie;G;1631221.0;22500636;23/01/2026;Suns;Hawks;0.0;35.1;16.0;4.0;3.0;5.0;1.0;6.0
Mouhamed;Gueye;F;1631243.0;22500636;23/01/2026;Hawks;Suns;1.0;8.47;1.0;1.0;0.0;3.0;0.0;3.0
Oso;Ighodaro;F;1642345.0;22500636;23/01/2026;Suns;Hawks;0.0;27.05;8.0;2.0;0.0;3.0;4.0;7.0
Ryan;Dunn;F;1642346.0;22500636;23/01/2026;Suns;Hawks;0.0;14.48;4.0;0.0;0.0;4.0;2.0;6.0
Rasheer;Fleming;F;1642853.0;22500636;23/01/2026;Suns;Hawks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Asa;Newell;F;1642854.0;22500636;23/01/2026;Hawks;Suns;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Khaman;Maluach;C;1642863.0;22500636;23/01/2026;Suns;Hawks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
CJ;McCollum;G;203468.0;22500636;23/01/2026;Hawks;Suns;1.0;29.24;21.0;0.0;2.0;3.0;1.0;4.0
CJ;McCollum;G;203468.0;22500636;23/01/2026;Hawks;Suns;1.0;29.24;21.0;0.0;2.0;3.0;1.0;4.0
Jaylen;Brown;G-F;1627759.0;22500637;23/01/2026;Celtics;Nets;0.0;45.38;27.0;12.0;4.0;9.0;1.0;10.0
Derrick;White;G;1628401.0;22500637;23/01/2026;Celtics;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Chris;Boucher;F;1628449.0;22500637;23/01/2026;Celtics;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Michael;Porter Jr.;F;1629008.0;22500637;23/01/2026;Nets;Celtics;1.0;41.59;30.0;4.0;4.0;7.0;1.0;8.0
Anfernee;Simons;G;1629014.0;22500637;23/01/2026;Celtics;Nets;0.0;36.55;10.0;2.0;1.0;3.0;0.0;3.0
Terance;Mann;G-F;1629611.0;22500637;23/01/2026;Nets;Celtics;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Nic;Claxton;C;1629651.0;22500637;23/01/2026;Nets;Celtics;1.0;38.45;18.0;4.0;0.0;5.0;4.0;9.0
Neemias;Queta;C;1629674.0;22500637;23/01/2026;Celtics;Nets;0.0;28.21;6.0;3.0;0.0;2.0;3.0;5.0
Payton;Pritchard;G;1630202.0;22500637;23/01/2026;Celtics;Nets;0.0;40.18;32.0;4.0;6.0;3.0;1.0;4.0
Xavier;Tillman;F;1630214.0;22500637;23/01/2026;Celtics;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Ziaire;Williams;F;1630533.0;22500637;23/01/2026;Nets;Celtics;1.0;32.41;14.0;0.0;1.0;7.0;1.0;8.0
Day'Ron;Sharpe;C;1630549.0;22500637;23/01/2026;Nets;Celtics;1.0;19.14;5.0;2.0;0.0;4.0;4.0;8.0
Cam;Thomas;G;1630560.0;22500637;23/01/2026;Nets;Celtics;1.0;19;7.0;4.0;0.0;1.0;1.0;2.0
Luka;Garza;C;1630568.0;22500637;23/01/2026;Celtics;Nets;0.0;20.29;12.0;3.0;1.0;0.0;1.0;1.0
Sam;Hauser;F;1630573.0;22500637;23/01/2026;Celtics;Nets;0.0;39.21;19.0;3.0;5.0;3.0;1.0;4.0
Jalen;Wilson;F;1630592.0;22500637;23/01/2026;Nets;Celtics;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Ron;Harper Jr.;G-F;1631199.0;22500637;23/01/2026;Celtics;Nets;0.0;6.41;0.0;0.0;0.0;0.0;0.0;0.0
Tyrese;Martin;F;1631213.0;22500637;23/01/2026;Nets;Celtics;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Baylor;Scheierman;G;1631248.0;22500637;23/01/2026;Celtics;Nets;0.0;33.45;6.0;4.0;2.0;6.0;1.0;7.0
Noah;Clowney;F-C;1641730.0;22500637;23/01/2026;Nets;Celtics;1.0;42.48;15.0;1.0;3.0;6.0;3.0;9.0
Jordan;Walsh;G;1641775.0;22500637;23/01/2026;Celtics;Nets;0.0;14.55;5.0;2.0;1.0;0.0;0.0;0.0
Nolan;Traore;G;1642849.0;22500637;23/01/2026;Nets;Celtics;1.0;36.51;21.0;2.0;2.0;3.0;0.0;3.0
Egor;Demin;G;1642856.0;22500637;23/01/2026;Nets;Celtics;1.0;21.05;6.0;2.0;2.0;3.0;1.0;4.0
Hugo;Gonzalez;G;1642864.0;22500637;23/01/2026;Celtics;Nets;0.0;18.33;10.0;1.0;2.0;6.0;1.0;7.0
Amari;Williams;F-C;1642873.0;22500637;23/01/2026;Celtics;Nets;0.0;5.05;3.0;1.0;0.0;0.0;0.0;0.0
Danny;Wolf;F;1642874.0;22500637;23/01/2026;Nets;Celtics;1.0;17.54;4.0;2.0;0.0;5.0;1.0;6.0
Drake;Powell;G-F;1642962.0;22500637;23/01/2026;Nets;Celtics;1.0;19.43;6.0;1.0;1.0;1.0;0.0;1.0
Larry;Nance Jr.;F-C;1626204.0;22500638;23/01/2026;Cavaliers;Kings;1.0;13.4;2.0;0.0;0.0;1.0;2.0;3.0
Domantas;Sabonis;F-C;1627734.0;22500638;23/01/2026;Kings;Cavaliers;0.0;30.43;24.0;6.0;1.0;12.0;4.0;16.0
Lonzo;Ball;G;1628366.0;22500638;23/01/2026;Cavaliers;Kings;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Malik;Monk;G;1628370.0;22500638;23/01/2026;Kings;Cavaliers;0.0;32.45;16.0;7.0;4.0;1.0;0.0;1.0
Donovan;Mitchell;G;1628378.0;22500638;23/01/2026;Cavaliers;Kings;1.0;34.11;33.0;8.0;5.0;5.0;0.0;5.0
Jarrett;Allen;C;1628386.0;22500638;23/01/2026;Cavaliers;Kings;1.0;33.38;15.0;0.0;0.0;5.0;4.0;9.0
Thomas;Bryant;C-F;1628418.0;22500638;23/01/2026;Cavaliers;Kings;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Drew;Eubanks;F-C;1629234.0;22500638;23/01/2026;Kings;Cavaliers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
De'Andre;Hunter;F-G;1629631.0;22500638;23/01/2026;Cavaliers;Kings;1.0;19.01;9.0;0.0;1.0;0.0;0.0;0.0
Dean;Wade;F-C;1629731.0;22500638;23/01/2026;Cavaliers;Kings;1.0;28;6.0;1.0;2.0;3.0;2.0;5.0
Precious;Achiuwa;F;1630173.0;22500638;23/01/2026;Kings;Cavaliers;0.0;20.22;4.0;2.0;0.0;5.0;3.0;8.0
Evan;Mobley;C;1630596.0;22500638;23/01/2026;Cavaliers;Kings;1.0;34.46;29.0;7.0;0.0;10.0;3.0;13.0
Keon;Ellis;G;1631165.0;22500638;23/01/2026;Kings;Cavaliers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Nae'Qwan;Tomlin;F;1641772.0;22500638;23/01/2026;Cavaliers;Kings;1.0;15.14;4.0;0.0;0.0;1.0;0.0;1.0
Craig;Porter Jr.;;1641854.0;22500638;23/01/2026;Cavaliers;Kings;1.0;21.21;5.0;3.0;1.0;4.0;1.0;5.0
Devin;Carter;G;1642269.0;22500638;23/01/2026;Kings;Cavaliers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jaylon;Tyson;G-F;1642281.0;22500638;23/01/2026;Cavaliers;Kings;1.0;35.49;17.0;4.0;3.0;3.0;4.0;7.0
Nique;Clifford;G;1642363.0;22500638;23/01/2026;Kings;Cavaliers;0.0;13.46;4.0;0.0;0.0;1.0;0.0;1.0
Maxime;Raynaud;C;1642875.0;22500638;23/01/2026;Kings;Cavaliers;0.0;9.11;0.0;0.0;0.0;1.0;0.0;1.0
Tyrese;Proctor;G;1642878.0;22500638;23/01/2026;Cavaliers;Kings;1.0;4.2;3.0;0.0;1.0;0.0;0.0;0.0
Dylan;Cardwell;C;1642928.0;22500638;23/01/2026;Kings;Cavaliers;0.0;22.48;8.0;1.0;0.0;3.0;0.0;3.0
Russell;Westbrook;G;201566.0;22500638;23/01/2026;Kings;Cavaliers;0.0;26.36;11.0;3.0;3.0;4.0;1.0;5.0
DeMar;DeRozan;G-F;201942.0;22500638;23/01/2026;Kings;Cavaliers;0.0;30.1;20.0;3.0;0.0;4.0;0.0;4.0
Dennis;Schroder;G;203471.0;22500638;23/01/2026;Kings;Cavaliers;0.0;31.08;21.0;4.0;3.0;2.0;2.0;4.0
Zach;LaVine;G;203897.0;22500638;23/01/2026;Kings;Cavaliers;0.0;22.31;10.0;0.0;2.0;0.0;0.0;0.0
Doug;McDermott;F;203926.0;22500638;23/01/2026;Kings;Cavaliers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Dario;Saric;F-C;203967.0;22500638;23/01/2026;Kings;Cavaliers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Aaron;Holiday;G;1628988.0;22500635;23/01/2026;Rockets;Pistons;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Josh;Okogie;G;1629006.0;22500635;23/01/2026;Rockets;Pistons;0.0;34.49;7.0;0.0;1.0;3.0;0.0;3.0
Duncan;Robinson;F;1629130.0;22500635;23/01/2026;Pistons;Rockets;1.0;26.04;9.0;0.0;2.0;2.0;0.0;2.0
Javonte;Green;G;1629750.0;22500635;23/01/2026;Pistons;Rockets;1.0;16.49;2.0;1.0;0.0;2.0;1.0;3.0
Isaiah;Stewart;F-C;1630191.0;22500635;23/01/2026;Pistons;Rockets;1.0;25.27;16.0;2.0;0.0;3.0;1.0;4.0
Paul;Reed;F;1630194.0;22500635;23/01/2026;Pistons;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jae'Sean;Tate;F;1630256.0;22500635;23/01/2026;Rockets;Pistons;0.0;15.52;4.0;1.0;1.0;2.0;2.0;4.0
Alperen;Sengun;C;1630578.0;22500635;23/01/2026;Rockets;Pistons;0.0;30.23;19.0;5.0;0.0;0.0;1.0;1.0
Cade;Cunningham;G;1630595.0;22500635;23/01/2026;Pistons;Rockets;1.0;37.52;12.0;8.0;0.0;1.0;0.0;1.0
Jaden;Ivey;G;1631093.0;22500635;23/01/2026;Pistons;Rockets;1.0;13.56;8.0;2.0;2.0;1.0;0.0;1.0
Jabari;Smith Jr.;F;1631095.0;22500635;23/01/2026;Rockets;Pistons;0.0;37.01;11.0;3.0;1.0;7.0;3.0;10.0
Jalen;Duren;C;1631105.0;22500635;23/01/2026;Pistons;Rockets;1.0;26.17;18.0;0.0;0.0;6.0;1.0;7.0
JD;Davison;G;1631120.0;22500635;23/01/2026;Rockets;Pistons;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Marcus;Sasser;G;1631204.0;22500635;23/01/2026;Pistons;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Amen;Thompson;G-F;1641708.0;22500635;23/01/2026;Rockets;Pistons;0.0;39.36;15.0;7.0;0.0;7.0;2.0;9.0
Ausar;Thompson;G-F;1641709.0;22500635;23/01/2026;Pistons;Rockets;1.0;23.35;12.0;3.0;0.0;4.0;4.0;8.0
Bobi;Klintman;F;1641752.0;22500635;23/01/2026;Pistons;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Ronald;Holland II;F;1641842.0;22500635;23/01/2026;Pistons;Rockets;1.0;25.07;13.0;1.0;1.0;4.0;2.0;6.0
Reed;Sheppard;G;1642263.0;22500635;23/01/2026;Rockets;Pistons;0.0;25.11;18.0;1.0;1.0;0.0;0.0;0.0
Isaiah;Crawford;F;1642384.0;22500635;23/01/2026;Rockets;Pistons;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Chaz;Lanier;G;1642404.0;22500635;23/01/2026;Pistons;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Daniss;Jenkins;G;1642450.0;22500635;23/01/2026;Pistons;Rockets;1.0;19.22;10.0;4.0;2.0;2.0;0.0;2.0
Kevin;Durant;F;201142.0;22500635;23/01/2026;Rockets;Pistons;0.0;40.41;32.0;3.0;5.0;7.0;0.0;7.0
Jeff;Green;F;201145.0;22500635;23/01/2026;Rockets;Pistons;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Tobias;Harris;F;202699.0;22500635;23/01/2026;Pistons;Rockets;1.0;25.32;4.0;1.0;0.0;1.0;0.0;1.0
Clint;Capela;C;203991.0;22500635;23/01/2026;Rockets;Pistons;0.0;16.28;5.0;1.0;0.0;5.0;4.0;9.0
Kris;Dunn;G;1627739.0;22500633;22/01/2026;Clippers;Lakers;1.0;29.31;4.0;3.0;0.0;2.0;0.0;2.0
Ivica;Zubac;C;1627826.0;22500633;22/01/2026;Clippers;Lakers;1.0;32.03;18.0;0.0;0.0;9.0;10.0;19.0
John;Collins;F-C;1628381.0;22500633;22/01/2026;Clippers;Lakers;1.0;33.26;13.0;1.0;1.0;4.0;1.0;5.0
Maxi;Kleber;F;1628467.0;22500633;22/01/2026;Lakers;Clippers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jarred;Vanderbilt;F;1629020.0;22500633;22/01/2026;Lakers;Clippers;0.0;21.56;7.0;2.0;1.0;1.0;0.0;1.0
Deandre;Ayton;C;1629028.0;22500633;22/01/2026;Lakers;Clippers;0.0;20.3;4.0;0.0;0.0;3.0;2.0;5.0
Luka;Doncic;F-G;1629029.0;22500633;22/01/2026;Lakers;Clippers;0.0;39.13;32.0;8.0;3.0;10.0;1.0;11.0
Rui;Hachimura;F;1629060.0;22500633;22/01/2026;Lakers;Clippers;0.0;28.23;12.0;2.0;2.0;3.0;0.0;3.0
Gabe;Vincent;G;1629216.0;22500633;22/01/2026;Lakers;Clippers;0.0;15.33;3.0;0.0;1.0;1.0;0.0;1.0
Jaxson;Hayes;C-F;1629637.0;22500633;22/01/2026;Lakers;Clippers;0.0;16.34;6.0;0.0;0.0;1.0;1.0;2.0
TyTy;Washington Jr.;G;1631102.0;22500633;22/01/2026;Clippers;Lakers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Patrick;Baldwin Jr.;F;1631116.0;22500633;22/01/2026;Clippers;Lakers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Drew;Timme;F;1631166.0;22500633;22/01/2026;Lakers;Clippers;0.0;9.42;0.0;1.0;0.0;1.0;0.0;1.0
Jake;LaRavia;F;1631222.0;22500633;22/01/2026;Lakers;Clippers;0.0;22.22;7.0;1.0;2.0;3.0;2.0;5.0
Kobe;Bufkin;G;1641723.0;22500633;22/01/2026;Lakers;Clippers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kobe;Brown;F;1641738.0;22500633;22/01/2026;Clippers;Lakers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jordan;Miller;G;1641757.0;22500633;22/01/2026;Clippers;Lakers;1.0;24.54;14.0;1.0;1.0;3.0;0.0;3.0
Dalton;Knecht;F;1642261.0;22500633;22/01/2026;Lakers;Clippers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Cam;Christie;G;1642353.0;22500633;22/01/2026;Clippers;Lakers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Bronny;James;G;1642355.0;22500633;22/01/2026;Lakers;Clippers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kobe;Sanders;G;1642920.0;22500633;22/01/2026;Clippers;Lakers;1.0;24.26;11.0;1.0;3.0;4.0;0.0;4.0
Yanic Konan;Niederhauser;;1642949.0;22500633;22/01/2026;Clippers;Lakers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Brook;Lopez;C;201572.0;22500633;22/01/2026;Clippers;Lakers;1.0;15.23;10.0;2.0;2.0;2.0;0.0;2.0
Nicolas;Batum;G-F;201587.0;22500633;22/01/2026;Clippers;Lakers;1.0;16.44;0.0;1.0;0.0;2.0;0.0;2.0
James;Harden;G;201935.0;22500633;22/01/2026;Clippers;Lakers;1.0;37.37;18.0;10.0;2.0;6.0;1.0;7.0
Kawhi;Leonard;F;202695.0;22500633;22/01/2026;Clippers;Lakers;1.0;25.56;24.0;4.0;3.0;4.0;1.0;5.0
Marcus;Smart;G;203935.0;22500633;22/01/2026;Lakers;Clippers;0.0;29.55;10.0;4.0;1.0;0.0;0.0;0.0
LeBron;James;F;2544.0;22500633;22/01/2026;Lakers;Clippers;0.0;35.52;23.0;6.0;1.0;5.0;0.0;5.0
Norman;Powell;G;1626181.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;27.59;18.0;1.0;0.0;0.0;0.0;0.0
Bam;Adebayo;C-F;1628389.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;37.09;32.0;2.0;1.0;7.0;3.0;10.0
Robert;Williams III;C-F;1629057.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;19.18;4.0;0.0;0.0;8.0;2.0;10.0
Matisse;Thybulle;G-F;1629680.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Deni;Avdija;F;1630166.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;17.47;20.0;4.0;2.0;4.0;3.0;7.0
Davion;Mitchell;G;1630558.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Dru;Smith;G;1630696.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;20.28;4.0;2.0;0.0;1.0;3.0;4.0
Scoot;Henderson;;1630703.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Shaedon;Sharpe;G;1631101.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;33.57;27.0;3.0;5.0;7.0;0.0;7.0
Nikola;Jovic;F;1631107.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;16.58;5.0;3.0;1.0;4.0;1.0;5.0
Caleb;Love;G;1631126.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;33.3;20.0;4.0;4.0;3.0;1.0;4.0
Jaime;Jaquez Jr.;G;1631170.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;25.45;4.0;3.0;0.0;3.0;2.0;5.0
Kris;Murray;F;1631200.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Sidy;Cissoko;G;1631321.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;17.45;6.0;0.0;1.0;1.0;2.0;3.0
Simone;Fontecchio;F;1631323.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;24.39;17.0;3.0;3.0;2.0;2.0;4.0
Rayan;Rupert;G-F;1641712.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;13.27;0.0;0.0;0.0;0.0;1.0;1.0
Toumani;Camara;F;1641739.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;35.22;16.0;6.0;3.0;6.0;2.0;8.0
Pelle;Larsson;G;1641796.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;28.51;6.0;6.0;0.0;1.0;2.0;3.0
Duop;Reath;C;1641871.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Myron;Gardner;F;1642066.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;15.54;7.0;1.0;2.0;3.0;0.0;3.0
Donovan;Clingan;C;1642270.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;26.55;7.0;2.0;1.0;6.0;2.0;8.0
Keshad;Johnson;F;1642352.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kasparas;Jakucionis;G;1642857.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;11.06;3.0;3.0;1.0;0.0;0.0;0.0
Hansen;Yang;;1642905.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jrue;Holiday;G;201950.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;18.57;15.0;7.0;3.0;1.0;1.0;2.0
Jerami;Grant;F;203924.0;22500634;22/01/2026;Trail Blazers;Heat;1.0;23.02;12.0;0.0;1.0;0.0;0.0;0.0
Andrew;Wiggins;F;203952.0;22500634;22/01/2026;Heat;Trail Blazers;0.0;31.11;14.0;3.0;1.0;5.0;1.0;6.0
De'Aaron;Fox;G;1628368.0;22500632;22/01/2026;Spurs;Jazz;0.0;35.06;31.0;5.0;6.0;5.0;0.0;5.0
Svi;Mykhailiuk;G-F;1629004.0;22500632;22/01/2026;Jazz;Spurs;1.0;18.53;9.0;1.0;1.0;0.0;1.0;1.0
Jordan;McLaughlin;G;1629162.0;22500632;22/01/2026;Spurs;Jazz;0.0;8.51;0.0;2.0;0.0;3.0;0.0;3.0
Keldon;Johnson;F-G;1629640.0;22500632;22/01/2026;Spurs;Jazz;0.0;31.28;21.0;5.0;1.0;0.0;1.0;1.0
Lindy;Waters III;F;1630322.0;22500632;22/01/2026;Spurs;Jazz;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Julian;Champagnie;F;1630577.0;22500632;22/01/2026;Spurs;Jazz;0.0;33.45;17.0;3.0;5.0;3.0;0.0;3.0
Jeremy;Sochan;F;1631110.0;22500632;22/01/2026;Spurs;Jazz;0.0;3.35;0.0;0.0;0.0;0.0;0.0;0.0
Victor;Wembanyama;F-C;1641705.0;22500632;22/01/2026;Spurs;Jazz;0.0;32.37;26.0;3.0;4.0;13.0;1.0;14.0
Taylor;Hendricks;F;1641707.0;22500632;22/01/2026;Jazz;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Keyonte;George;G;1641718.0;22500632;22/01/2026;Jazz;Spurs;1.0;35.17;23.0;5.0;4.0;3.0;1.0;4.0
Brice;Sensabaugh;F;1641729.0;22500632;22/01/2026;Jazz;Spurs;1.0;20;2.0;0.0;0.0;3.0;0.0;3.0
Cody;Williams;F;1642262.0;22500632;22/01/2026;Jazz;Spurs;1.0;22.43;12.0;3.0;1.0;3.0;4.0;7.0
Stephon;Castle;G;1642264.0;22500632;22/01/2026;Spurs;Jazz;0.0;37.49;16.0;8.0;1.0;4.0;2.0;6.0
Isaiah;Collier;G;1642268.0;22500632;22/01/2026;Jazz;Spurs;1.0;20.06;7.0;4.0;1.0;3.0;0.0;3.0
Kyle;Filipowski;C;1642271.0;22500632;22/01/2026;Jazz;Spurs;1.0;18.42;5.0;0.0;1.0;4.0;1.0;5.0
Walter;Clayton Jr.;G;1642383.0;22500632;22/01/2026;Jazz;Spurs;1.0;24;4.0;1.0;0.0;0.0;0.0;0.0
Dylan;Harper;G;1642844.0;22500632;22/01/2026;Spurs;Jazz;0.0;13.25;4.0;2.0;0.0;3.0;0.0;3.0
Ace;Bailey;F;1642846.0;22500632;22/01/2026;Jazz;Spurs;1.0;32.19;25.0;2.0;2.0;2.0;4.0;6.0
Carter;Bryant;F;1642868.0;22500632;22/01/2026;Spurs;Jazz;0.0;13.25;7.0;1.0;1.0;2.0;2.0;4.0
Kevin;Love;F-C;201567.0;22500632;22/01/2026;Jazz;Spurs;1.0;13.12;5.0;1.0;1.0;4.0;0.0;4.0
Bismack;Biyombo;C;202687.0;22500632;22/01/2026;Spurs;Jazz;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Harrison;Barnes;F;203084.0;22500632;22/01/2026;Spurs;Jazz;0.0;21.51;2.0;1.0;0.0;1.0;0.0;1.0
Kelly;Olynyk;F-C;203482.0;22500632;22/01/2026;Spurs;Jazz;0.0;8.08;2.0;0.0;0.0;0.0;1.0;1.0
Kyle;Anderson;F-G;203937.0;22500632;22/01/2026;Jazz;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jusuf;Nurkic;C;203994.0;22500632;22/01/2026;Jazz;Spurs;1.0;34.48;17.0;14.0;1.0;11.0;0.0;11.0
Jevon;Carter;G;1628975.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Donte;DiVincenzo;G;1628978.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;35.22;11.0;4.0;3.0;3.0;0.0;3.0
Kevin;Huerter;G-F;1628989.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;7.37;3.0;2.0;1.0;0.0;0.0;0.0
Coby;White;G;1629632.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;29.56;22.0;4.0;3.0;3.0;1.0;4.0
Naz;Reid;C-F;1629675.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;28.37;20.0;5.0;4.0;6.0;0.0;6.0
Anthony;Edwards;G;1630162.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;34.4;20.0;3.0;1.0;5.0;1.0;6.0
Isaac;Okoro;F-G;1630171.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;26.17;10.0;1.0;2.0;5.0;0.0;5.0
Patrick;Williams;F;1630172.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;15.45;5.0;0.0;1.0;3.0;0.0;3.0
Jaden;McDaniels;F;1630183.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;35.41;16.0;5.0;2.0;4.0;1.0;5.0
Jalen;Smith;F-C;1630188.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;26.53;17.0;0.0;3.0;4.0;0.0;4.0
Tre;Jones;G;1630200.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;26.55;12.0;7.0;1.0;3.0;0.0;3.0
Ayo;Dosunmu;G;1630245.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;21.38;8.0;3.0;2.0;2.0;2.0;4.0
Bones;Hyland;G;1630538.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;11.46;3.0;1.0;1.0;1.0;1.0;2.0
Josh;Giddey;G;1630581.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;26.02;21.0;5.0;0.0;6.0;0.0;6.0
Leonard;Miller;F;1631159.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Dalen;Terry;F;1631207.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jaylen;Clark;G;1641740.0;22500631;22/01/2026;Timberwolves;Bulls;1.0;12.19;2.0;1.0;0.0;1.0;0.0;1.0
Julian;Phillips;F;1641763.0;22500631;22/01/2026;Bulls;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
