Nome;Sobrenome;Posicao_Jogador;ID_Jogador;ID_Jogo;Data_Hora_Jogo;Nome_Time;Nome_Oponente;Casa;Minutos;Pontos;Assistencias;3PTS_Feitos;reboundsDefensive;reboundsOffensive;Rebotes
Sandro;Mamukelashvili;F-C;1630572.0;22500374;18/12/2025;Raptors;Bucks;0.0;36.25;18.0;2.0;2.0;5.0;2.0;7.0
Jericho;Sims;C;1630579.0;22500374;18/12/2025;Bucks;Raptors;1.0;25.34;6.0;1.0;0.0;3.0;4.0;7.0
Ryan;Rollins;G;1631157.0;22500374;18/12/2025;Bucks;Raptors;1.0;28.13;17.0;5.0;3.0;4.0;0.0;4.0
Pete;Nance;F;1631250.0;22500374;18/12/2025;Bucks;Raptors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
AJ;Green;;1631260.0;22500374;18/12/2025;Bucks;Raptors;1.0;24.25;5.0;1.0;1.0;2.0;0.0;2.0
Gradey;Dick;G-F;1641711.0;22500374;18/12/2025;Raptors;Bucks;0.0;18.22;6.0;0.0;2.0;0.0;1.0;1.0
Andre;Jackson Jr.;G;1641748.0;22500374;18/12/2025;Bucks;Raptors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Mark;Sears;G;1641813.0;22500374;18/12/2025;Bucks;Raptors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Ja'Kobe;Walter;G;1642266.0;22500374;18/12/2025;Raptors;Bucks;0.0;19.01;3.0;1.0;0.0;2.0;0.0;2.0
Jamal;Shead;G;1642347.0;22500374;18/12/2025;Raptors;Bucks;0.0;23.27;8.0;11.0;1.0;2.0;0.0;2.0
Jamison;Battle;F;1642419.0;22500374;18/12/2025;Raptors;Bucks;0.0;4.54;0.0;1.0;0.0;2.0;0.0;2.0
Collin;Murray-Boyles;F;1642867.0;22500374;18/12/2025;Raptors;Bucks;0.0;17.23;4.0;0.0;0.0;4.0;0.0;4.0
Garrett;Temple;G-F;202066.0;22500374;18/12/2025;Raptors;Bucks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Thanasis;Antetokounmpo;F;203648.0;22500374;18/12/2025;Bucks;Raptors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Gary;Harris;G;203914.0;22500374;18/12/2025;Bucks;Raptors;1.0;20.47;7.0;1.0;1.0;2.0;1.0;3.0
Kevon;Looney;F;1626172.0;22500375;18/12/2025;Pelicans;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Aaron;Holiday;G;1628988.0;22500375;18/12/2025;Rockets;Pelicans;0.0;10.18;3.0;1.0;1.0;1.0;0.0;1.0
Josh;Okogie;G;1629006.0;22500375;18/12/2025;Rockets;Pelicans;0.0;30.1;10.0;3.0;1.0;1.0;3.0;4.0
Zion;Williamson;F;1629627.0;22500375;18/12/2025;Pelicans;Rockets;1.0;21.26;9.0;5.0;0.0;1.0;2.0;3.0
Jordan;Poole;G;1629673.0;22500375;18/12/2025;Pelicans;Rockets;1.0;24.32;15.0;2.0;2.0;1.0;0.0;1.0
Saddiq;Bey;G-F;1630180.0;22500375;18/12/2025;Pelicans;Rockets;1.0;34.19;29.0;1.0;3.0;8.0;1.0;9.0
Jae'Sean;Tate;F;1630256.0;22500375;18/12/2025;Rockets;Pelicans;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Herbert;Jones;F;1630529.0;22500375;18/12/2025;Pelicans;Rockets;1.0;38.13;18.0;3.0;2.0;2.0;1.0;3.0
Trey;Murphy III;F;1630530.0;22500375;18/12/2025;Pelicans;Rockets;1.0;38.29;27.0;2.0;2.0;1.0;2.0;3.0
Alperen;Sengun;C;1630578.0;22500375;18/12/2025;Rockets;Pelicans;0.0;35.42;28.0;8.0;0.0;5.0;6.0;11.0
Jose;Alvarado;G;1630631.0;22500375;18/12/2025;Pelicans;Rockets;1.0;30.22;7.0;6.0;1.0;2.0;1.0;3.0
Jabari;Smith Jr.;F;1631095.0;22500375;18/12/2025;Rockets;Pelicans;0.0;44.08;12.0;2.0;1.0;8.0;4.0;12.0
Tari;Eason;F;1631106.0;22500375;18/12/2025;Rockets;Pelicans;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
JD;Davison;G;1631120.0;22500375;18/12/2025;Rockets;Pelicans;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Bryce;McGowens;G;1631121.0;22500375;18/12/2025;Pelicans;Rockets;1.0;4.35;0.0;0.0;0.0;0.0;0.0;0.0
Karlo;Matkovic;F-C;1631255.0;22500375;18/12/2025;Pelicans;Rockets;1.0;11.07;3.0;1.0;1.0;1.0;1.0;2.0
Amen;Thompson;G-F;1641708.0;22500375;18/12/2025;Rockets;Pelicans;0.0;40.36;23.0;4.0;0.0;3.0;3.0;6.0
Jordan;Hawkins;G;1641722.0;22500375;18/12/2025;Pelicans;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Reed;Sheppard;G;1642263.0;22500375;18/12/2025;Rockets;Pelicans;0.0;26.57;11.0;7.0;3.0;4.0;0.0;4.0
Yves;Missi;C;1642274.0;22500375;18/12/2025;Pelicans;Rockets;1.0;6.24;0.0;0.0;0.0;1.0;1.0;2.0
Jeremiah;Fears;G;1642847.0;22500375;18/12/2025;Pelicans;Rockets;1.0;20.12;9.0;4.0;0.0;2.0;1.0;3.0
Derik;Queen;C;1642852.0;22500375;18/12/2025;Pelicans;Rockets;1.0;35.21;16.0;3.0;0.0;9.0;3.0;12.0
Micah;Peavy;G-F;1642877.0;22500375;18/12/2025;Pelicans;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kevin;Durant;F;201142.0;22500375;18/12/2025;Rockets;Pelicans;0.0;42.41;32.0;2.0;4.0;7.0;0.0;7.0
Jeff;Green;F;201145.0;22500375;18/12/2025;Rockets;Pelicans;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
DeAndre;Jordan;C;201599.0;22500375;18/12/2025;Pelicans;Rockets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Steven;Adams;C;203500.0;22500375;18/12/2025;Rockets;Pelicans;0.0;27.49;6.0;3.0;0.0;4.0;6.0;10.0
Clint;Capela;C;203991.0;22500375;18/12/2025;Rockets;Pelicans;0.0;6.4;3.0;0.0;0.0;0.0;3.0;3.0
Norman;Powell;G;1626181.0;22500373;18/12/2025;Heat;Nets;0.0;32.39;24.0;2.0;3.0;6.0;0.0;6.0
Bam;Adebayo;C-F;1628389.0;22500373;18/12/2025;Heat;Nets;0.0;31.04;8.0;1.0;0.0;15.0;2.0;17.0
Michael;Porter Jr.;F;1629008.0;22500373;18/12/2025;Nets;Heat;1.0;33.44;28.0;3.0;5.0;4.0;2.0;6.0
Terance;Mann;G-F;1629611.0;22500373;18/12/2025;Nets;Heat;1.0;30.32;4.0;2.0;0.0;1.0;2.0;3.0
Tyler;Herro;G;1629639.0;22500373;18/12/2025;Heat;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Nic;Claxton;C;1629651.0;22500373;18/12/2025;Nets;Heat;1.0;34.47;16.0;8.0;0.0;7.0;5.0;12.0
Ziaire;Williams;F;1630533.0;22500373;18/12/2025;Nets;Heat;1.0;18.42;2.0;0.0;0.0;2.0;0.0;2.0
Day'Ron;Sharpe;C;1630549.0;22500373;18/12/2025;Nets;Heat;1.0;13.13;4.0;2.0;0.0;3.0;3.0;6.0
Davion;Mitchell;G;1630558.0;22500373;18/12/2025;Heat;Nets;0.0;29.57;10.0;7.0;0.0;0.0;0.0;0.0
Cam;Thomas;G;1630560.0;22500373;18/12/2025;Nets;Heat;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jalen;Wilson;F;1630592.0;22500373;18/12/2025;Nets;Heat;1.0;12.3;8.0;0.0;2.0;2.0;0.0;2.0
Dru;Smith;G;1630696.0;22500373;18/12/2025;Heat;Nets;0.0;24.21;3.0;6.0;0.0;3.0;0.0;3.0
Jaime;Jaquez Jr.;G;1631170.0;22500373;18/12/2025;Heat;Nets;0.0;29;19.0;1.0;1.0;4.0;1.0;5.0
Tyrese;Martin;F;1631213.0;22500373;18/12/2025;Nets;Heat;1.0;18.56;2.0;3.0;0.0;1.0;1.0;2.0
Simone;Fontecchio;F;1631323.0;22500373;18/12/2025;Heat;Nets;0.0;22.1;7.0;2.0;1.0;3.0;1.0;4.0
Noah;Clowney;F-C;1641730.0;22500373;18/12/2025;Nets;Heat;1.0;26.12;8.0;3.0;0.0;5.0;1.0;6.0
Myron;Gardner;F;1642066.0;22500373;18/12/2025;Heat;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kel'el;Ware;C;1642276.0;22500373;18/12/2025;Heat;Nets;0.0;30.17;22.0;1.0;1.0;9.0;3.0;12.0
Keshad;Johnson;F;1642352.0;22500373;18/12/2025;Heat;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Egor;Demin;G;1642856.0;22500373;18/12/2025;Nets;Heat;1.0;27.53;14.0;1.0;3.0;2.0;0.0;2.0
Kasparas;Jakucionis;G;1642857.0;22500373;18/12/2025;Heat;Nets;0.0;7.38;3.0;1.0;1.0;0.0;0.0;0.0
Danny;Wolf;F;1642874.0;22500373;18/12/2025;Nets;Heat;1.0;19.35;9.0;2.0;1.0;4.0;1.0;5.0
Vladislav;Goldin;C;1642884.0;22500373;18/12/2025;Heat;Nets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Drake;Powell;G-F;1642962.0;22500373;18/12/2025;Nets;Heat;1.0;3.56;0.0;0.0;0.0;3.0;0.0;3.0
Andrew;Wiggins;F;203952.0;22500373;18/12/2025;Heat;Nets;0.0;32.54;10.0;2.0;2.0;2.0;2.0;4.0
Luke;Kennard;G;1628379.0;22500371;18/12/2025;Hawks;Hornets;0.0;13.54;4.0;1.0;1.0;1.0;0.0;1.0
Miles;Bridges;F;1628970.0;22500371;18/12/2025;Hornets;Hawks;1.0;32.06;16.0;2.0;2.0;3.0;0.0;3.0
Trae;Young;G;1629027.0;22500371;18/12/2025;Hawks;Hornets;0.0;20.09;8.0;10.0;0.0;1.0;0.0;1.0
Nickeil;Alexander-Walker;G;1629638.0;22500371;18/12/2025;Hawks;Hornets;0.0;34.06;28.0;2.0;4.0;7.0;1.0;8.0
Grant;Williams;F;1629684.0;22500371;18/12/2025;Hornets;Hawks;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
LaMelo;Ball;G;1630163.0;22500371;18/12/2025;Hornets;Hawks;1.0;29.12;28.0;13.0;8.0;3.0;1.0;4.0
Onyeka;Okongwu;F-C;1630168.0;22500371;18/12/2025;Hawks;Hornets;0.0;36.09;12.0;1.0;0.0;3.0;1.0;4.0
Josh;Green;G;1630182.0;22500371;18/12/2025;Hornets;Hawks;1.0;11.07;3.0;1.0;1.0;1.0;2.0;3.0
Vit;Krejci;G;1630249.0;22500371;18/12/2025;Hawks;Hornets;0.0;23.18;5.0;0.0;1.0;1.0;2.0;3.0
Jalen;Johnson;F;1630552.0;22500371;18/12/2025;Hawks;Hornets;0.0;39.29;43.0;9.0;4.0;10.0;1.0;11.0
Dyson;Daniels;G;1630700.0;22500371;18/12/2025;Hawks;Hornets;0.0;31.34;14.0;6.0;0.0;1.0;2.0;3.0
Keaton;Wallace;G;1630811.0;22500371;18/12/2025;Hawks;Hornets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Moussa;Diabate;F;1631217.0;22500371;18/12/2025;Hornets;Hawks;1.0;17.34;5.0;2.0;0.0;5.0;1.0;6.0
Mouhamed;Gueye;F;1631243.0;22500371;18/12/2025;Hawks;Hornets;0.0;10.26;4.0;0.0;0.0;0.0;0.0;0.0
Brandon;Miller;F;1641706.0;22500371;18/12/2025;Hornets;Hawks;1.0;35.17;26.0;8.0;4.0;4.0;1.0;5.0
Ryan;Kalkbrenner;C;1641750.0;22500371;18/12/2025;Hornets;Hawks;1.0;27.2;8.0;2.0;0.0;2.0;2.0;4.0
Zaccharie;Risacher;F;1642258.0;22500371;18/12/2025;Hawks;Hornets;0.0;20.28;5.0;1.0;0.0;1.0;2.0;3.0
Tidjane;Salaun;F;1642275.0;22500371;18/12/2025;Hornets;Hawks;1.0;15.53;10.0;1.0;2.0;4.0;0.0;4.0
KJ;Simpson;G;1642354.0;22500371;18/12/2025;Hornets;Hawks;1.0;12.6;4.0;2.0;0.0;0.0;0.0;0.0
Kon;Knueppel;G-F;1642851.0;22500371;18/12/2025;Hornets;Hawks;1.0;34.59;28.0;7.0;6.0;5.0;0.0;5.0
Asa;Newell;F;1642854.0;22500371;18/12/2025;Hawks;Hornets;0.0;10.27;3.0;1.0;1.0;1.0;0.0;1.0
Sion;James;G;1642883.0;22500371;18/12/2025;Hornets;Hawks;1.0;20.25;5.0;1.0;1.0;2.0;0.0;2.0
Mason;Plumlee;F-C;203486.0;22500371;18/12/2025;Hornets;Hawks;1.0;3.07;0.0;0.0;0.0;1.0;0.0;1.0
Kristaps;Porzingis;F-C;204001.0;22500371;18/12/2025;Hawks;Hornets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Pascal;Siakam;F;1627783.0;22500372;18/12/2025;Pacers;Knicks;1.0;37.33;26.0;5.0;2.0;3.0;3.0;6.0
Guerschon;Yabusele;F;1627824.0;22500372;18/12/2025;Knicks;Pacers;0.0;11.19;3.0;0.0;1.0;1.0;2.0;3.0
OG;Anunoby;;1628384.0;22500372;18/12/2025;Knicks;Pacers;0.0;33.42;16.0;1.0;2.0;5.0;1.0;6.0
Tony;Bradley;C-F;1628396.0;22500372;18/12/2025;Pacers;Knicks;1.0;3.36;2.0;0.0;0.0;0.0;3.0;3.0
Mikal;Bridges;G-F;1628969.0;22500372;18/12/2025;Knicks;Pacers;0.0;37.16;22.0;5.0;4.0;7.0;1.0;8.0
Jalen;Brunson;G;1628973.0;22500372;18/12/2025;Knicks;Pacers;0.0;34.22;25.0;7.0;3.0;4.0;3.0;7.0
Andrew;Nembhard;G-F;1629614.0;22500372;18/12/2025;Pacers;Knicks;1.0;37.25;31.0;4.0;4.0;1.0;0.0;1.0
Garrison;Mathews;G;1629726.0;22500372;18/12/2025;Pacers;Knicks;1.0;7.54;4.0;0.0;0.0;1.0;0.0;1.0
Isaiah;Jackson;F;1630543.0;22500372;18/12/2025;Pacers;Knicks;1.0;26.18;4.0;2.0;0.0;6.0;4.0;10.0
Ariel;Hukporti;C;1630574.0;22500372;18/12/2025;Knicks;Pacers;0.0;26.56;4.0;3.0;0.0;3.0;2.0;5.0
Jay;Huff;C;1630643.0;22500372;18/12/2025;Pacers;Knicks;1.0;18.06;6.0;1.0;0.0;6.0;4.0;10.0
Ethan;Thompson;G;1630679.0;22500372;18/12/2025;Pacers;Knicks;1.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0
Bennedict;Mathurin;G-F;1631097.0;22500372;18/12/2025;Pacers;Knicks;1.0;38.28;16.0;2.0;2.0;7.0;1.0;8.0
Quenton;Jackson;G;1631245.0;22500372;18/12/2025;Pacers;Knicks;1.0;27.09;10.0;2.0;2.0;4.0;0.0;4.0
Jarace;Walker;F;1641716.0;22500372;18/12/2025;Pacers;Knicks;1.0;16.17;6.0;1.0;1.0;3.0;0.0;3.0
Kevin;McCullar Jr.;G;1641755.0;22500372;18/12/2025;Knicks;Pacers;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0
Tosan;Evbuomwan;F;1641787.0;22500372;18/12/2025;Knicks;Pacers;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Trey;Jemison III;;1641998.0;22500372;18/12/2025;Knicks;Pacers;0.0;18.26;5.0;1.0;0.0;2.0;3.0;5.0
Johnny;Furphy;G;1642277.0;22500372;18/12/2025;Pacers;Knicks;1.0;5.45;0.0;0.0;0.0;1.0;0.0;1.0
Tyler;Kolek;G;1642278.0;22500372;18/12/2025;Knicks;Pacers;0.0;26.12;16.0;11.0;2.0;4.0;2.0;6.0
Pacome;Dadiet;F;1642359.0;22500372;18/12/2025;Knicks;Pacers;0.0;3.33;0.0;1.0;0.0;0.0;0.0;0.0
Gabe;McGlothan;;1642440.0;22500372;18/12/2025;Pacers;Knicks;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Mohamed;Diawara;F;1642885.0;22500372;18/12/2025;Knicks;Pacers;0.0;18.52;5.0;1.0;0.0;3.0;0.0;3.0
Jordan;Clarkson;G;203903.0;22500372;18/12/2025;Knicks;Pacers;0.0;29.22;18.0;1.0;5.0;3.0;0.0;3.0
T.J.;McConnell;G;204456.0;22500372;18/12/2025;Pacers;Knicks;1.0;17.54;8.0;5.0;0.0;4.0;1.0;5.0
Lonzo;Ball;G;1628366.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;17.25;2.0;1.0;0.0;5.0;2.0;7.0
Donovan;Mitchell;G;1628378.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;32.32;32.0;5.0;4.0;1.0;0.0;1.0
Zach;Collins;F-C;1628380.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;16.2;10.0;2.0;1.0;3.0;1.0;4.0
Jarrett;Allen;C;1628386.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;27.36;14.0;3.0;0.0;6.0;0.0;6.0
Thomas;Bryant;C-F;1628418.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;18.05;7.0;0.0;1.0;6.0;0.0;6.0
Jevon;Carter;G;1628975.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kevin;Huerter;G-F;1628989.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;25.55;11.0;1.0;3.0;3.0;0.0;3.0
De'Andre;Hunter;F-G;1629631.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;27.46;12.0;1.0;2.0;5.0;0.0;5.0
Coby;White;G;1629632.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;30.22;25.0;3.0;3.0;5.0;0.0;5.0
Darius;Garland;G;1629636.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;30.11;15.0;6.0;3.0;4.0;1.0;5.0
Dean;Wade;F-C;1629731.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;21.51;2.0;1.0;0.0;0.0;2.0;2.0
Isaac;Okoro;F-G;1630171.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;30.54;12.0;1.0;0.0;0.0;2.0;2.0
Patrick;Williams;F;1630172.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;10.32;2.0;0.0;0.0;0.0;0.0;0.0
Jalen;Smith;F-C;1630188.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;15.54;4.0;1.0;0.0;5.0;2.0;7.0
Tre;Jones;G;1630200.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;24.17;11.0;11.0;0.0;1.0;0.0;1.0
Josh;Giddey;G;1630581.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;33.3;23.0;11.0;5.0;11.0;0.0;11.0
Dalen;Terry;F;1631207.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;1.04;0.0;0.0;0.0;0.0;0.0;0.0
Julian;Phillips;F;1641763.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Nae'Qwan;Tomlin;F;1641772.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;7.45;2.0;1.0;0.0;0.0;1.0;1.0
Matas;Buzelis;F;1641824.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;22.15;9.0;1.0;0.0;1.0;0.0;1.0
Craig;Porter Jr.;;1641854.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;17.49;4.0;4.0;0.0;0.0;2.0;2.0
Jaylon;Tyson;G-F;1642281.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;32.29;21.0;3.0;2.0;2.0;0.0;2.0
Tyrese;Proctor;G;1642878.0;22500367;17/12/2025;Cavaliers;Bulls;0.0;6.31;0.0;1.0;0.0;3.0;0.0;3.0
Nikola;Vucevic;C;202696.0;22500367;17/12/2025;Bulls;Cavaliers;1.0;28.57;20.0;4.0;2.0;8.0;1.0;9.0
Donte;DiVincenzo;G;1628978.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;37.17;19.0;4.0;4.0;7.0;4.0;11.0
Jaren;Jackson Jr.;F-C;1628991.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;33.27;28.0;3.0;2.0;11.0;1.0;12.0
Jock;Landale;C;1629111.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;29.55;20.0;3.0;4.0;6.0;4.0;10.0
Brandon;Clarke;F;1629634.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;16.34;6.0;1.0;0.0;0.0;3.0;3.0
Naz;Reid;C-F;1629675.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;30.03;16.0;2.0;3.0;7.0;0.0;7.0
John;Konchar;G;1629723.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jaden;McDaniels;F;1630183.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;36.44;13.0;6.0;1.0;7.0;0.0;7.0
Bones;Hyland;G;1630538.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;34.08;12.0;5.0;2.0;1.0;2.0;3.0
Terrence;Shannon Jr.;G-F;1630545.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;10.57;6.0;0.0;2.0;1.0;0.0;1.0
Johnny;Juzang;G;1630548.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Santi;Aldama;F-C;1630583.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;34.19;8.0;3.0;0.0;8.0;3.0;11.0
Leonard;Miller;F;1631159.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Vince;Williams Jr.;G;1631246.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;25.07;5.0;4.0;1.0;4.0;1.0;5.0
Jaylen;Clark;G;1641740.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;8.58;2.0;0.0;0.0;1.0;0.0;1.0
Zach;Edey;C;1641744.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Olivier-Maxence;Prosper;F;1641765.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;15.17;7.0;1.0;0.0;1.0;1.0;2.0
Rob;Dillingham;G;1642265.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;11.07;5.0;2.0;0.0;0.0;1.0;1.0
Jaylen;Wells;F;1642377.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;31.21;17.0;2.0;2.0;3.0;1.0;4.0
Cedric;Coward;G;1642907.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;27.15;13.0;3.0;0.0;4.0;1.0;5.0
Jahmai;Mashack;G;1642942.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;3.32;0.0;0.0;0.0;1.0;0.0;1.0
Kentavious;Caldwell-Pope;G;203484.0;22500368;17/12/2025;Grizzlies;Timberwolves;0.0;23.13;12.0;3.0;2.0;1.0;0.0;1.0
Rudy;Gobert;C;203497.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;35.28;16.0;4.0;0.0;9.0;7.0;16.0
Julius;Randle;F-C;203944.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;35.18;21.0;3.0;1.0;3.0;2.0;5.0
Joe;Ingles;F-G;204060.0;22500368;17/12/2025;Timberwolves;Grizzlies;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Karl-Anthony;Towns;C-F;1626157.0;62500001;16/12/2025;Knicks;Spurs;1.0;29.4;16.0;1.0;2.0;7.0;4.0;11.0
Guerschon;Yabusele;F;1627824.0;62500001;16/12/2025;Knicks;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
De'Aaron;Fox;G;1628368.0;62500001;16/12/2025;Spurs;Knicks;0.0;31.4;16.0;9.0;2.0;2.0;0.0;2.0
OG;Anunoby;;1628384.0;62500001;16/12/2025;Knicks;Spurs;1.0;40.01;28.0;3.0;5.0;5.0;4.0;9.0
Josh;Hart;G;1628404.0;62500001;16/12/2025;Knicks;Spurs;1.0;29.16;11.0;3.0;1.0;7.0;1.0;8.0
Luke;Kornet;C-F;1628436.0;62500001;16/12/2025;Spurs;Knicks;0.0;22.45;14.0;1.0;0.0;1.0;5.0;6.0
Mikal;Bridges;G-F;1628969.0;62500001;16/12/2025;Knicks;Spurs;1.0;32.38;11.0;5.0;1.0;4.0;1.0;5.0
Jalen;Brunson;G;1628973.0;62500001;16/12/2025;Knicks;Spurs;1.0;41.03;25.0;8.0;1.0;3.0;1.0;4.0
Mitchell;Robinson;C-F;1629011.0;62500001;16/12/2025;Knicks;Spurs;1.0;18.22;4.0;2.0;0.0;5.0;10.0;15.0
Landry;Shamet;G;1629013.0;62500001;16/12/2025;Knicks;Spurs;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Jordan;McLaughlin;G;1629162.0;62500001;16/12/2025;Spurs;Knicks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Keldon;Johnson;F-G;1629640.0;62500001;16/12/2025;Spurs;Knicks;0.0;15.37;3.0;0.0;1.0;1.0;3.0;4.0
Devin;Vassell;G-F;1630170.0;62500001;16/12/2025;Spurs;Knicks;0.0;33.17;12.0;3.0;2.0;5.0;0.0;5.0
Lindy;Waters III;F;1630322.0;62500001;16/12/2025;Spurs;Knicks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Miles;McBride;G;1630540.0;62500001;16/12/2025;Knicks;Spurs;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ariel;Hukporti;C;1630574.0;62500001;16/12/2025;Knicks;Spurs;1.0;1.52;0.0;0.0;0.0;0.0;0.0;0.0
Julian;Champagnie;F;1630577.0;62500001;16/12/2025;Spurs;Knicks;0.0;25.02;3.0;1.0;1.0;1.0;1.0;2.0
Kyle;Mangas;;1630667.0;62500001;16/12/2025;Spurs;Knicks;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Jeremy;Sochan;F;1631110.0;62500001;16/12/2025;Spurs;Knicks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Harrison;Ingram;F;1631127.0;62500001;16/12/2025;Spurs;Knicks;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Victor;Wembanyama;F-C;1641705.0;62500001;16/12/2025;Spurs;Knicks;0.0;24.54;18.0;1.0;2.0;6.0;0.0;6.0
Kevin;McCullar Jr.;G;1641755.0;62500001;16/12/2025;Knicks;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Tosan;Evbuomwan;F;1641787.0;62500001;16/12/2025;Knicks;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Trey;Jemison III;;1641998.0;62500001;16/12/2025;Knicks;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Stephon;Castle;G;1642264.0;62500001;16/12/2025;Spurs;Knicks;0.0;34.54;15.0;12.0;1.0;3.0;4.0;7.0
Tyler;Kolek;G;1642278.0;62500001;16/12/2025;Knicks;Spurs;1.0;20.27;14.0;5.0;2.0;5.0;0.0;5.0
David;Jones Garcia;F;1642357.0;62500001;16/12/2025;Spurs;Knicks;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pacome;Dadiet;F;1642359.0;62500001;16/12/2025;Knicks;Spurs;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Dylan;Harper;G;1642844.0;62500001;16/12/2025;Spurs;Knicks;0.0;28.23;21.0;0.0;5.0;4.0;3.0;7.0
