Nome;Sobrenome;POS;player_id;image_path
Tre;Mann;G;1630544.0;assets/players/1630544.png
Trendon;Watford;G-F;1630570.0;assets/players/1630570.png
Trentyn;Flowers;F;1642280.0;assets/players/1642280.png
Trey;Murphy III;F;1630530.0;assets/players/1630530.png
Trey;Alexander;G;1641725.0;assets/players/1641725.png
Trey;Jemison;C;;perfiljogador.png
Tristan;da Silva;F;1641783.0;assets/players/1641783.png
Tristan;Vukcevic;F;1641774.0;assets/players/1641774.png
Tyler;Herro;G;1629639.0;assets/players/1629639.png
Tyler;Kolek;G;1642278.0;assets/players/1642278.png
Tyrese;Maxey;G;1630178.0;assets/players/1630178.png
Tyrese;Martin;F;1631213.0;assets/players/1631213.png
Tyrese;Proctor;G;1642878.0;assets/players/1642878.png
Tyson;Etienne;G;1630623.0;assets/players/1630623.png
TyTy;Washington Jr.;G;;perfiljogador.png
Tyus;Jones;G;1626145.0;assets/players/1626145.png
Victor;Wembanyama;F-C;1641705.0;assets/players/1641705.png
Vince;Williams Jr.;G;1631246.0;assets/players/1631246.png
Vit;Krejci;G;;perfiljogador.png
VJ;Edgecombe;G;1642845.0;assets/players/1642845.png
Vladislav;Goldin;C;1642884.0;assets/players/1642884.png
Walker;Kessler;C;1631117.0;assets/players/1631117.png
Walter;Clayton Jr.;G;1642383.0;assets/players/1642383.png
Wendell;Carter Jr.;C-F;1628976.0;assets/players/1628976.png
Wendell;Moore Jr.;G;1631111.0;assets/players/1631111.png
Will;Richard;G;1642954.0;assets/players/1642954.png
Will;Riley;F;1642860.0;assets/players/1642860.png
Xavier;Tillman;F;1630214.0;assets/players/1630214.png
Yang;Hansen;C;1642905.0;assets/players/1642905.png
Yanic;Konan Niederhauser;C;;perfiljogador.png
Yves;Missi;C;1642274.0;assets/players/1642274.png
Zaccharie;Risacher;F;1642258.0;assets/players/1642258.png
Zach;LaVine;G;203897.0;assets/players/203897.png
Zach;Edey;C;1641744.0;assets/players/1641744.png
Zach;Collins;F-C;1628380.0;assets/players/1628380.png
Zeke;Nnaji;F-C;1630192.0;assets/players/1630192.png
Ziaire;Williams;F;1630533.0;assets/players/1630533.png
Zion;Williamson;F;1629627.0;assets/players/1629627.png
